0	0	0	9.8	1
50	10.096666	0	9.8	1
100	11.215869	0	9.8	1
150	10.152381	0	9.8	1
200	9.222798	0	9.8	1
250	8.524759	0	9.8	1
300	8.00372	0	9.8	1
350	7.605158	0	9.8	1
400	7.291612	0	9.8	1
450	7.038547	0	9.8	1
500	6.829701	0	9.8	1
550	6.65401	0	9.8	1
600	6.50374	0	9.8	1
650	6.373339	0	9.8	1
700	6.258733	0	9.8	1
750	6.156867	0	9.8	1
800	6.06541	0	9.8	1
850	5.982556	0	9.8	0
900	5.906884	0	9.8	0
950	5.837264	0	9.8	0
1000	5.772787	0	9.8	0
1050	5.712712	0	9.8	0
1100	5.656433	0	9.8	0
1150	5.60345	0	9.8	0
1200	5.553345	0	9.8	0
1250	5.505768	0	9.8	0
1300	5.460423	0	9.8	0
1350	5.417062	0	9.8	0
1400	5.37547	0	9.8	0
1450	5.335465	0	9.8	0
1500	5.29689	0	9.8	0
1550	5.259609	0	9.8	0
1600	5.223504	0	9.8	0
1650	5.188473	0	9.8	0
1700	5.154426	0	9.8	0
1750	5.121284	0	9.8	0
1800	5.08898	0	9.8	0
1850	5.05745	0	9.8	0
1900	5.026643	0	9.8	0
1950	4.996509	0	9.8	0
2000	4.967007	0	9.8	0
2050	4.938098	0	9.8	0
2100	4.909748	0	9.8	0
2150	4.881926	0	9.8	0
2200	4.854606	0	9.8	0
2250	4.827762	0	9.8	0
2300	4.801371	0	9.8	0
2350	4.775414	0	9.8	0
2400	4.767872	0	9.8	0
2450	4.772768	0	9.8	0
2500	4.776754	0	9.8	0
2550	4.779877	0	9.8	0
2600	4.782182	0	9.8	0
2650	4.783711	0	9.8	0
2700	4.784507	0	9.8	0
2750	4.784608	0	9.8	0
2800	4.784052	0	9.8	0
2850	4.782873	0	9.8	0
2900	4.781107	0	9.8	0
2950	4.778785	0	9.8	0
3000	4.775939	0	9.8	0
3050	4.772598	0	9.8	0
3100	4.768789	0	9.8	0
3150	4.76454	0	9.8	0
3200	4.759876	0	9.8	0
3250	4.754821	0	9.8	0
3300	4.749398	0	9.8	0
3350	4.743628	0	9.8	0
3400	4.737534	0	9.8	0
3450	4.731133	0	9.8	0
3500	4.724446	0	9.8	0
3550	4.717491	0	9.8	0
3600	4.710283	0	9.8	0
3650	4.702839	0	9.8	0
3700	4.695175	0	9.8	0
3750	4.687305	0	9.8	0
3800	4.679243	0	9.8	0
3850	4.671003	0	9.8	0
3900	4.662596	0	9.8	0
3950	4.654035	0	9.8	0
4000	4.64533	0	9.8	0
4050	4.636493	0	9.8	0
4100	4.627534	0	9.8	0
4150	4.618462	0	9.8	0
4200	4.609286	0	9.8	0
4250	4.600016	0	9.8	0
4300	4.590659	0	9.8	0
4350	4.581224	0	9.8	0
4400	4.571717	0	9.8	0
4450	4.562146	0	9.8	0
4500	4.552517	0	9.8	0
4550	4.542837	0	9.8	0
4600	4.533112	0	9.8	0
4650	4.523347	0	9.8	0
4700	4.513547	0	9.8	0
4750	4.503719	0	9.8	0
4800	4.493867	0	9.8	0
4850	4.483995	0	9.8	0
4900	4.474107	0	9.8	0
4950	4.464208	0	9.8	0
5000	4.454302	0	9.8	0
5050	4.444392	0	9.8	0
5100	4.434482	0	9.8	0
5150	4.424575	0	9.8	0
5200	4.414674	0	9.8	0
5250	4.404783	0	9.8	0
5300	4.394903	0	9.8	0
5350	4.385037	0	9.8	0
5400	4.375189	0	9.8	0
